;Reference Security;Bid Price;Ask Price;Mid Price;Cpn;Maturity;Common Eqty / Tot Assets;Debt/EBITDA;EBITDA;Earnings Assets / Int Bear Liab;Debt / Common Equity;BCLASS Level 3;TCE Ratio;Interest Coverage Ratio;Risk-Based Cap Ratio;Lev Ratio to TCE;Tier-1 Ratio;Tot Debt / Tot Capital
9810;EK822577 Corp;105.053;105.165;105.10900000000001;1.0;04/07/2025;5.40202;;;135.803;569.019;Mortgage Assets;4.39363;;16.18;5.33;13.95;83.5437
9811;EK837100 Corp;104.511;104.632;104.5715;1.0;04/09/2025;51.5107;2.09243;1402.0;;48.466;Basic Industry;29.7104;6.24528;;;;32.3851
9812;QZ383927 Corp;102.398;102.861;102.62950000000001;0.625;04/09/2025;21.697;2.19629;2463.0;;283.747;Communications;-6.97806;4.19816;;;;73.9338
9813;BH552626 Corp;103.929;103.997;103.963;0.875;04/14/2025;26.7485;5.29959;1477.19;;212.748;Electric;22.5845;6.26121;;;;67.6705
9814;EK592021 Corp;107.269;107.557;107.41300000000001;2.0;04/15/2025;49.9725;1.42607;10343.0;;65.3346;Consumer Non-Cyclical;-13.9122;14.094;;;;39.5166
9815;AS159779 Corp;103.364;103.474;103.41900000000001;0.5;04/17/2025;3.1354;;;187.676;927.051;Mortgage Assets;2.89827;;17.3;;14.2;90.2338
9816;EK851169 Corp;107.361;107.941;107.65100000000001;1.876;04/17/2025;69.4917;;;;30.3656;REITs;;10.6955;;;;23.1828
9817;AS025912 Corp;103.595;103.967;103.781;1.0;04/18/2025;36.7032;5.93622;502.718;;125.781;Brokerage Assetmanagers Exchanges;-35.4018;26.107;;;;55.0134
9818;AS181063 Corp;103.591;103.666;103.6285;0.625;04/18/2025;9.51716;;;159.63;68.3991;Mortgage Assets;8.66989;;17.9;7.7;15.8;39.8757
9819;EJ613149 Corp;109.0;109.8;109.4;2.4;04/18/2025;7.13123;;;181.209;388.299;Banking;6.70224;;18.3;6.4;15.7;76.2826
9820;AS270825 Corp;103.687;103.706;103.6965;0.375;04/23/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
9821;EK872866 Corp;104.466;104.658;104.562;1.0;04/29/2025;26.5599;12.0114;1850.3;;209.289;Government Owned. No Guarantee;25.0918;-0.547421;;;;67.6678
9822;EK897007 Corp;105.123;105.35;105.2365;1.3;05/12/2025;14.8392;2.65369;2353.0;;339.352;Technology;-244.565;10.0;;;;77.2225
9823;BJ326324 Corp;102.979;103.094;103.03649999999999;0.5;05/13/2025;3.93833;;;;1717.48;Government Owned. No Guarantee;3.8763;;17.6;;16.1;93.6028
9824;LW076492 Corp;105.109;105.472;105.2905;1.25;05/13/2025;9.1648;7.06111;4285.17;;862.24;REITs;9.1648;3.53452;;;;88.7441
9825;ZS562571 Corp;103.098;103.313;103.2055;0.697;05/14/2025;46.9143;3.84815;2854.0;;56.9324;Capital Goods;-14.5667;13.7248;;;;36.2118
9826;AS367856 Corp;90.597;93.597;92.097;1.423;05/15/2025;5.21511;38.1556;87.94;68.3808;1410.69;Finance Companies;5.21511;;;;;93.3805
9827;EK885599 Corp;104.602;104.897;104.74950000000001;1.0;05/15/2025;31.9224;14.6081;1385.0;;136.622;Consumer Non-Cyclical;-80.4815;-6.46831;;;;57.6997
9828;AS665876 Corp;104.67;104.983;104.82650000000001;1.0;05/22/2025;5.65894;;;96.6334;1120.03;Banking;4.85922;;21.0;;15.3;91.7339
9829;AS702922 Corp;103.36;103.96;103.66;0.5;05/26/2025;12.1917;;;115.207;616.668;Local Authority;12.1898;;;11.2;;86.0465
9830;AS719531 Corp;104.032;104.162;104.09700000000001;0.625;05/28/2025;4.90456;;;;660.148;Mortgage Assets;4.63743;;17.7;4.9;15.0;85.1603
9831;ZS751930 Corp;101.779;101.818;101.79849999999999;0.05;05/28/2025;5.98032;;;229.559;610.103;Mortgage Assets;5.31025;;21.1;5.1;18.7;85.9156
9832;AS688692 Corp;106.021;106.39;106.2055;1.5;05/29/2025;62.0298;5.53499;330.049;;42.1282;REITs;62.0235;9.62746;;;;27.3605
9833;EK940624 Corp;105.681;105.903;105.792;1.25;06/03/2025;1.15512;;;83.6938;8554.43;Basic Industry;1.1347;;;;;98.8445
9834;EK900218 Corp;105.101;105.258;105.17949999999999;1.125;06/04/2025;2.40684;12.8672;4360.0;;307.453;Government Owned. No Guarantee;1.09693;20.0516;;;;63.7077
9835;AS828165 Corp;103.898;104.009;103.95349999999999;0.625;06/06/2025;5.23637;;;612.554;261.942;Mortgage Assets;4.15987;;16.7;4.5;14.4;71.1353
9836;EJ698808 Corp;110.018;110.182;110.1;2.25;06/06/2025;6.84853;;;128.211;382.39;Mortgage Assets;6.43728;;16.62;5.8;13.2;78.7347
9837;AN790283 Corp;103.262;103.341;103.3015;0.5;06/09/2025;1.50922;;-48.367;;4907.24;Local Authority;1.50922;-5.63398;;;;98.0029
9838;BJ814489 Corp;101.441;101.721;101.581;0.1;06/09/2025;4.22784;;;260.69;268.351;Mortgage Assets;4.21219;;18.75;;15.32;72.2997
9839;EK925754 Corp;107.393;107.593;107.493;1.875;06/10/2025;21.8738;5.40884;536.4;;187.289;Electric;21.1927;3.99751;;;;65.1904
9840;BQ004451 Corp;101.0;102.0;101.5;3.95;06/11/2025;15.4052;;;;;Communications;6.53426;;;;;
9841;ED975079 Corp;116.358;116.63;116.494;4.0;06/16/2025;0.483356;;;0.0;20425.2;Consumer Non-Cyclical;;;;;;99.5128
9842;AT041463 Corp;103.11;103.218;103.164;1.75;06/19/2025;40.1763;4.18482;590.464;;116.775;Other Financial;39.9661;5.44281;;;;53.1262
9843;BK093918 Corp;101.162;101.512;101.337;0.01;06/23/2025;8.87726;;;226.314;250.228;Mortgage Assets;8.11828;;19.46;;17.25;71.4472
9844;EK906387 Corp;98.622;104.235;101.4285;2.0;06/24/2025;4.03055;;;133.99;770.045;Local Authority;3.97188;;19.1;4.8;15.6;88.504
9845;AN942483 Corp;103.686;104.057;103.8715;0.75;06/26/2025;19.8612;5.50639;2370.0;;244.403;Government Owned. No Guarantee;19.2224;6.75;;;;61.5225
9846;AO066013 Corp;104.452;104.651;104.5515;1.077;06/26/2025;1.69847;;;;4951.64;Energy;1.69847;;;;;98.0204
9847;AZ227128 Corp;101.521;101.778;101.6495;0.25;06/26/2025;30.5515;3.55207;5035.0;;117.053;Consumer Non-Cyclical;2.97662;4.42626;;;;53.9283
9848;AF119332 Corp;106.097;106.597;106.347;3.42;06/30/2025;58.2814;2.90225;175.221;;62.3731;REITs;58.2638;21.468;;;;38.4135
9849;EI302935 Corp;117.201;117.461;117.33099999999999;3.875;06/30/2025;5.6132;15.4234;1386.02;;1505.48;Government Guaranteed;3.18835;1.06432;;;;93.7694
9850;AZ321293 Corp;101.569;101.869;101.719;0.25;07/02/2025;55.2496;3.81193;7402.0;;53.2861;Consumer Non-Cyclical;-24.7828;4.84757;;;;34.686
9851;AS930122 Corp;103.661;103.861;103.761;0.625;07/03/2025;0.100915;;;;98992.5;Mortgage Assets;0.100915;;;;;99.8991
9852;AF155595 Corp;109.566;109.907;109.7365;2.5;07/08/2025;47.9222;2.32852;6679.0;;60.765;Consumer Non-Cyclical;-103.829;15.3855;;;;35.7969
9853;EK978979 Corp;110.334;110.764;110.549;2.625;07/08/2025;34.0202;2.88037;2208.4;;115.344;Basic Industry;-30.8179;4.57907;;;;53.4219
9854;AO217270 Corp;103.299;103.549;103.424;0.5;07/11/2025;;;;;;Supranational;;;;;;
9855;BO658469 Corp;102.479;103.779;103.12899999999999;5.125;07/15/2025;12.182;21.0705;91.334;;544.372;Consumer Cyclical;-196.132;-0.0939754;;;;84.2143
9856;EF003854 Corp;116.485;116.66;116.57249999999999;3.75;07/15/2025;0.267478;;;;37272.7;Government Owned. No Guarantee;0.267478;;;;;99.7324
9857;EK982202 Corp;104.701;106.571;105.636;3.375;07/15/2025;45.9215;1.45816;309.5;;49.9779;Basic Industry;40.8368;18.914;;;;33.2964
9858;AT439584 Corp;103.299;103.38;103.3395;0.35;07/16/2025;19.3703;;;135.613;246.695;Supranational;19.3703;;;;;71.1562
9859;BK559713 Corp;100.193;100.349;100.271;0.47;07/23/2025;2.9684;;;56.2582;2643.77;Banking;2.71848;;32.2;2.6;32.2;96.3554
9860;UV341919 Corp;98.428;100.4;99.414;0.457;07/29/2025;4.13391;;;115.861;452.649;Banking;3.64496;;17.8;4.8;15.7;79.9484
9861;UV334485 Corp;98.725;101.15;99.9375;6.0;07/30/2025;19.7748;;;;19.5858;Insurance;18.5335;;;;;16.378
9862;UV366629 Corp;108.829;109.158;108.9935;2.2;08/05/2025;16.7832;5.13902;373.873;;472.565;Natural Gas;14.5456;3.4202;;;;82.5347
9863;UV526103 Corp;109.449;109.993;109.721;2.697;08/25/2025;5.74708;;;289.605;467.713;Banking;4.97044;;19.6;7.2;16.9;80.4449
9864;AO843631 Corp;102.576;103.742;103.15899999999999;0.25;08/29/2025;4.9072;37.8126;2232.3;99.4054;1805.19;Government Guaranteed;4.89353;;31.5;;31.0;94.7512
9865;AS791091 Corp;104.415;104.54;104.4775;0.625;09/01/2025;2.68327;;;;3610.83;Mortgage Assets;2.68244;;;;;97.3052
9866;ZO292157 Corp;82.671;84.671;83.671;0.0;09/02/2025;36.0;;-0.0032;;0.0;Other Financial;36.0;;;;;0.0
9867;AU272112 Corp;103.376;103.626;103.501;0.875;09/03/2025;39.9311;1.78542;3156.0;;68.2419;Consumer Cyclical;30.9473;5.48047;;;;40.5656
9868;AU261935 Corp;103.616;103.816;103.71600000000001;0.5;09/04/2025;4.27239;;;168.755;1108.85;Public Sector Loans;4.27099;;17.92;;17.92;91.6306
9869;AO968088 Corp;105.11;105.401;105.2555;1.125;09/08/2025;0.619474;;-0.974;;15930.9;Other Financial;0.619474;-0.00300738;;;;99.3762
9870;AU305055 Corp;104.124;104.216;104.16999999999999;0.625;09/10/2025;4.96871;;;159.155;388.239;Mortgage Assets;4.02022;;15.5;4.8;13.5;78.3164
9871;UV771339 Corp;107.554;107.743;107.6485;1.75;09/10/2025;10.7652;5.09098;2118.6;;396.212;Other Utility;-20.0252;1.08329;;;;65.3448
9872;AS928990 Corp;104.052;104.129;104.0905;0.625;09/11/2025;4.45414;;;;719.194;Mortgage Assets;4.36154;;;;;87.7929
9873;UV770972 Corp;111.736;112.163;111.9495;3.0;09/11/2025;4.54799;;;194.813;680.681;Banking;3.85114;;20.8;6.9;18.0;85.6341
9874;AU389336 Corp;103.07;103.735;103.4025;0.875;09/12/2025;3.29862;;;;1173.61;Banking;3.29025;;;;;92.1483
9875;AU389342 Corp;104.979;105.229;105.104;1.0;09/12/2025;40.2261;3.01875;2977.0;;55.265;Consumer Non-Cyclical;32.9233;4.7762;;;;35.4843
9876;ZO366328 Corp;101.88;101.964;101.922;0.01;09/12/2025;2.93864;;;104.158;2612.11;Mortgage Assets;2.934;;;;;96.3128
9877;UV648485 Corp;108.178;108.449;108.3135;1.75;09/15/2025;39.1147;2.04854;4382.0;;94.2044;Government Owned. No Guarantee;14.8833;16.225;;;;48.5052
9878;AU457029 Corp;103.599;103.915;103.757;0.875;09/19/2025;18.8958;4.94425;5599.0;;131.335;Natural Gas;4.46468;1.00105;;;;52.8934
9879;UV801086 Corp;106.52;106.585;106.5525;1.25;09/22/2025;9.84197;;;226.677;144.663;Mortgage Assets;9.30478;;17.83;;17.83;59.0868
9880;ZR651749 Corp;96.0;96.87;96.435;2.5;09/23/2025;27.455;3.96224;127.022;;170.242;Consumer Cyclical;26.2855;5.58485;;;;61.8263
9881;AU566363 Corp;103.911;103.953;103.932;0.5;09/25/2025;4.03055;;;133.99;770.045;Mortgage Assets;3.97188;;19.1;4.8;15.6;88.504
9882;AP237516 Corp;105.27;105.41;105.34;1.375;09/27/2025;71.3871;;597.3;;25.9127;REITs;69.8046;6.63741;;;;20.5799
9883;AU654245 Corp;106.051;106.371;106.211;1.25;09/29/2025;30.6221;2.58675;3245.0;;92.2823;Communications;-5.53052;11.4949;;;;43.904
9884;QJ061643 Corp;107.716;108.216;107.966;1.625;10/08/2025;4.0377;2.26066;1850.8;;57.1551;Brokerage Assetmanagers Exchanges;0.302765;39.2698;;;;34.9696
9885;AU653445 Corp;104.4;104.615;104.5075;0.75;10/09/2025;6.54203;;;112.445;347.843;Mortgage Assets;6.37384;;14.0;;13.3;75.2302
9886;EF077507 Corp;100.1;103.0;101.55;0.0;10/13/2025;11.1696;;;113.908;715.885;Supranational;11.1641;;;;;87.7434
9887;QJ138723 Corp;109.029;109.494;109.2615;1.841;10/13/2025;41.6778;2.15768;4298.0;;50.4922;Capital Goods;-17.8255;24.5079;;;;30.5009
9888;EF107035 Corp;116.8;121.8;119.3;0.383;10/14/2025;6.3512;;;108.991;473.705;Banking;6.24147;;24.2;7.0;19.0;82.3992
9889;AW568559 Corp;105.656;105.929;105.7925;1.25;10/15/2025;36.7319;1.95848;3552.0;;95.2647;Capital Goods;-5.82602;14.2343;;;;48.6629
9890;AU813222 Corp;103.779;104.991;104.38499999999999;3.5;10/17/2025;34.3728;16.4605;45.682;;152.859;Consumer Cyclical;32.273;2.70205;;;;60.3278
9891;AU927658 Corp;104.718;104.892;104.805;0.75;10/17/2025;6.97406;;;;1135.38;Mortgage Assets;6.97406;;;;23.87;91.9053
9892;EF093851 Corp;100.1;100.8;100.44999999999999;0.0;10/17/2025;11.2026;;;;731.213;Supranational;11.1483;;27.6;6.9;;87.9694
9893;EI434514 Corp;113.434;113.708;113.571;2.875;10/20/2025;;;;;;Supranational;;;;;;
9894;AU939283 Corp;104.512;104.589;104.5505;0.625;10/22/2025;5.01053;;135.579;106.12;1515.53;Mortgage Assets;4.90222;;16.0;;13.3;93.8101
9895;QJ222414 Corp;106.799;108.42;107.6095;2.125;10/22/2025;35.7545;;-679.3;;122.296;REITs;34.0057;-4.68775;;;;48.9536
9896;UV984881 Corp;114.146;115.901;115.0235;5.75;10/22/2025;;;;;;Insurance;;;;;;
9897;QJ190399 Corp;106.499;106.781;106.64;1.25;10/23/2025;0.241676;;;;40755.7;Government Owned. No Guarantee;0.241676;;;;;99.7552
9898;QJ083354 Corp;105.55;107.55;106.55;3.0;10/28/2025;5.26483;;;183.242;399.757;Banking;4.79911;;20.0;;16.8;72.2617
9899;AU717719 Corp;104.701;104.744;104.7225;0.75;10/31/2025;0.920572;;;;10563.1;Mortgage Assets;0.920572;;;;;99.0622
9900;AL029967 Corp;104.207;104.371;104.28899999999999;0.875;11/03/2025;29.0908;3.00632;2504.0;;116.119;Basic Industry;-14.5749;12.3611;;;;53.1841
9901;AS347362 Corp;104.378;104.51;104.444;0.5;11/03/2025;10.8993;;;;771.752;Supranational;10.8691;;;;;88.5288
9902;QJ144569 Corp;105.646;105.734;105.69;0.875;11/10/2025;12.1917;;;115.207;616.668;Local Authority;12.1898;;;11.2;;86.0465
9903;UV877657 Corp;107.56;107.758;107.65899999999999;1.375;11/10/2025;13.3329;;1096.58;96.7115;398.632;Mortgage Assets;11.3045;;18.9;9.7;16.3;79.8168
9904;AV500319 Corp;104.086;104.13;104.108;0.5;11/13/2025;2.93864;;;104.158;2612.11;Mortgage Assets;2.934;;;;;96.3128
9905;AP727913 Corp;99.59;100.715;100.1525;2.125;11/15/2025;0.00239716;;0.0;;4159100.0;Basic Industry;0.00239716;0.0;;;;99.9976
9906;BM345444 Corp;101.478;101.563;101.5205;0.01;11/16/2025;4.13555;;;;368.678;Mortgage Assets;4.13555;;21.2;4.1;;78.6634
9907;AL135396 Corp;105.019;105.312;105.16550000000001;1.125;11/17/2025;22.2864;11.5972;585.6;;270.332;REITs;21.878;1.55175;;;;67.3038
9908;BO016561 Corp;106.464;106.589;106.5265;0.959;11/17/2025;5.42836;;;;1218.25;Local Authority;5.42563;;;;16.0;92.4142
9909;QJ714831 Corp;110.243;110.402;110.32249999999999;2.25;11/17/2025;32.9804;3.25677;31693.0;;125.534;Communications;-69.2511;3.81277;;;;54.934
9910;EJ932891 Corp;113.105;113.383;113.244;2.875;11/19/2025;0.0994711;;815.106;100.013;100401.0;Energy;0.0994711;;;;;99.9005
9911;AV632545 Corp;104.479;104.578;104.52850000000001;0.625;11/20/2025;4.78079;;;140.011;1059.23;Mortgage Assets;4.77854;;22.5;;18.8;90.5473
9912;AV599625 Corp;98.0;100.0;99.0;3.45;11/24/2025;36.1741;13.1998;56.931;;106.004;Electric;34.7886;-1.38818;;;;47.0782
9913;BM330275 Corp;98.0;100.0;99.0;5.0;11/24/2025;2.5783;8.03804;19.8408;;1224.74;Other Financial;-4.34409;38.0595;;;;60.5714
9914;ZO526731 Corp;101.574;101.748;101.661;0.01;11/24/2025;4.38255;;;;2156.03;Mortgage Assets;4.38255;;22.2;4.4;17.6;94.9984
9915;QJ858742 Corp;107.355;107.897;107.626;1.625;11/27/2025;24.6922;6.21324;1923.7;;211.355;Government Owned. No Guarantee;23.2504;5.64457;;;;67.8824
9916;AP728203 Corp;103.865;103.931;103.898;0.5;11/28/2025;3.97514;;;122.803;265.93;Mortgage Assets;3.97431;;19.1;;16.8;69.5575
9917;AQ124824 Corp;106.186;106.886;106.536;1.625;11/28/2025;43.7115;11.6373;192.507;;90.9736;REITs;43.6904;16.8514;;;;41.8268
9918;AS750219 Corp;106.62;106.837;106.7285;1.375;12/01/2025;0.69707;;;;13727.6;Communications;;;;;;99.2768
9919;AS750219 Corp;106.616;106.832;106.72399999999999;1.375;12/01/2025;0.69707;;;;13727.6;Communications;;;;;;99.2768
9920;AX705762 Corp;102.953;102.997;102.975;0.25;12/01/2025;8.20605;;;110.201;985.275;Local Authority;8.1593;;23.3;7.3;23.3;90.7857
9921;AX705762 Corp;102.957;103.001;102.979;0.25;12/01/2025;8.20605;;;110.201;985.275;Local Authority;8.1593;;23.3;7.3;23.3;90.7857
9922;EK620665 Corp;108.008;108.263;108.13550000000001;1.625;12/01/2025;53.6298;1.71182;8289.0;;36.0547;Basic Industry;6.68735;28.887;;;;25.5995
9924;QJ879163 Corp;0.407;1.481;0.9440000000000001;9.8776;12/01/2025;5.74708;;;289.605;467.713;Banking;4.97044;;19.6;7.2;16.9;80.4449
9925;QJ879163 Corp;0.39;1.509;0.9495;9.8776;12/01/2025;5.74708;;;289.605;467.713;Banking;4.97044;;19.6;7.2;16.9;80.4449
9926;QJ917419 Corp;107.862;108.027;107.9445;1.5;12/02/2025;6.65552;;;253.048;510.76;Mortgage Assets;6.03211;;18.7;5.66;15.8;83.6248
9927;QJ917419 Corp;107.874;108.034;107.95400000000001;1.5;12/02/2025;6.65552;;;253.048;510.76;Mortgage Assets;6.03211;;18.7;5.66;15.8;83.6248
9928;BM658293 Corp;101.101;101.347;101.22399999999999;0.0;12/03/2025;36.8425;2.60358;18261.0;;86.0904;Consumer Non-Cyclical;-2.71833;16.2593;;;;45.8213
9929;BM658293 Corp;101.098;101.345;101.22149999999999;0.0;12/03/2025;36.8425;2.60358;18261.0;;86.0904;Consumer Non-Cyclical;-2.71833;16.2593;;;;45.8213
9930;BM881710 Corp;101.875;102.875;102.375;4.0;12/09/2025;51.4353;2.24132;13.842;143.398;74.2242;Brokerage Assetmanagers Exchanges;47.5931;;;;;42.442
9932;EF164254 Corp;100.75;103.0;101.875;0.0;12/09/2025;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
9934;JV266212 Corp;107.616;109.116;108.366;3.75;12/14/2025;51.4403;1115.1;0.53138;;48.7453;Technology;51.4401;0.0138289;;;;32.771
9935;JV266212 Corp;107.621;109.121;108.371;3.75;12/14/2025;51.4403;1115.1;0.53138;;48.7453;Technology;51.4401;0.0138289;;;;32.771
9936;BH579343 Corp;108.789;109.049;108.91900000000001;2.0;12/15/2025;5.92457;41.0748;242.868;;1587.8;Energy;5.92457;;;;;94.0751
9937;BH579343 Corp;108.829;108.988;108.9085;2.0;12/15/2025;5.92457;41.0748;242.868;;1587.8;Energy;5.92457;;;;;94.0751
9938;BM829084 Corp;98.0;100.0;99.0;5.0;12/15/2025;;;;;;Other Financial;;;;;;
9940;EF181511 Corp;100.0;105.5;102.75;0.0;12/16/2025;6.3512;;;108.991;473.705;Banking;6.24147;;24.2;7.0;19.0;82.3992
9941;EF181511 Corp;99.9;105.6;102.75;0.0;12/16/2025;6.3512;;;108.991;473.705;Banking;6.24147;;24.2;7.0;19.0;82.3992
9942;JV220062 Corp;107.867;107.936;107.9015;1.375;12/18/2025;5.74708;;;289.605;467.713;Mortgage Assets;4.97044;;19.6;7.2;16.9;80.4449
9943;JV220062 Corp;107.868;107.927;107.89750000000001;1.375;12/18/2025;5.74708;;;289.605;467.713;Mortgage Assets;4.97044;;19.6;7.2;16.9;80.4449
9944;QJ913139 Corp;104.692;106.892;105.792;3.5;12/22/2025;4.60033;;;113.664;1038.84;Local Authority;4.5052;;19.24;;14.75;91.2164
9945;QJ913139 Corp;104.698;106.898;105.798;3.5;12/22/2025;4.60033;;;113.664;1038.84;Local Authority;4.5052;;19.24;;14.75;91.2164
9946;AX451512 Corp;101.0;103.0;102.0;1.68;01/09/2026;40.1785;3.03172;283.198;;100.932;Basic Industry;29.4189;10.4943;;;;50.2253
9948;AW367367 Corp;103.528;103.573;103.5505;0.375;01/14/2026;5.04939;;11662.0;103.334;1090.96;Mortgage Assets;4.98822;;22.8;4.5;16.6;91.5852
9949;AW367367 Corp;103.464;103.588;103.526;0.375;01/14/2026;5.04939;;11662.0;103.334;1090.96;Mortgage Assets;4.98822;;22.8;4.5;16.6;91.5852
9950;JV534157 Corp;105.775;105.886;105.8305;0.875;01/14/2026;4.80306;;;127.325;650.789;Mortgage Assets;4.77225;;23.7;5.0;19.5;85.49
9951;JV534157 Corp;105.779;105.89;105.83449999999999;0.875;01/14/2026;4.80306;;;127.325;650.789;Mortgage Assets;4.77225;;23.7;5.0;19.5;85.49
9952;QJ545966 Corp;103.792;104.792;104.292;1.4;01/16/2026;1.35692;;;;7097.88;Banking;;;;;;98.6107
9953;QJ545966 Corp;103.797;104.797;104.297;1.4;01/16/2026;1.35692;;;;7097.88;Banking;;;;;;98.6107
9954;AW584975 Corp;104.31;105.32;104.815;0.625;01/17/2026;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
9955;AW584975 Corp;104.093;104.274;104.18350000000001;0.625;01/17/2026;5.01396;;;;1296.06;Government Guaranteed;4.99639;;24.7;;;92.837
9956;AO339051 Corp;107.649;107.972;107.81049999999999;1.875;01/19/2026;43.7041;9.89925;1460.3;;87.4846;Other Financial;42.1373;7.25461;;;;43.2187
9957;AO339051 Corp;107.655;107.971;107.813;1.875;01/19/2026;43.7041;9.89925;1460.3;;87.4846;Other Financial;42.1373;7.25461;;;;43.2187
9958;BN545088 Corp;100.025;100.693;100.35900000000001;0.01;01/21/2026;4.03055;;;133.99;770.045;Local Authority;3.97188;;19.1;4.8;15.6;88.504
9959;BN545088 Corp;100.031;100.699;100.36500000000001;0.01;01/21/2026;4.03055;;;133.99;770.045;Local Authority;3.97188;;19.1;4.8;15.6;88.504
9960;JV637225 Corp;108.59;108.37;108.48;1.5;01/25/2026;5.40202;;;135.803;569.019;Mortgage Assets;4.39363;;16.18;5.33;13.95;83.5437
9961;JV637225 Corp;108.281;108.391;108.33600000000001;1.5;01/25/2026;5.40202;;;135.803;569.019;Mortgage Assets;4.39363;;16.18;5.33;13.95;83.5437
9962;JV548216 Corp;103.65;105.65;104.65;2.5;01/27/2026;5.26483;;;183.242;399.757;Banking;4.79911;;20.0;;16.8;72.2617
9964;QJ859677 Corp;111.273;111.717;111.495;2.75;01/27/2026;4.13307;;;210.623;469.62;Banking;3.69218;;16.4;;14.2;80.4535
9965;QJ859677 Corp;111.315;111.584;111.4495;2.75;01/27/2026;4.13307;;;210.623;469.62;Banking;3.69218;;16.4;;14.2;80.4535
9966;AW852531 Corp;104.323;104.422;104.3725;0.625;01/29/2026;4.85145;;3896.5;104.742;1928.91;Mortgage Assets;;;19.1;;18.4;95.0712
9967;AW852531 Corp;104.377;104.4;104.3885;0.625;01/29/2026;4.85145;;3896.5;104.742;1928.91;Mortgage Assets;;;19.1;;18.4;95.0712
9968;AW874446 Corp;104.085;104.108;104.09649999999999;0.5;01/30/2026;1.3055;;;;7547.94;Mortgage Assets;1.3055;;;;;98.6925
9969;AW874446 Corp;104.087;104.11;104.0985;0.5;01/30/2026;1.3055;;;;7547.94;Mortgage Assets;1.3055;;;;;98.6925
9970;AQ916680 Corp;104.605;104.714;104.65950000000001;0.625;02/02/2026;0.834434;;;;10627.6;Mortgage Assets;0.834434;;;;;99.0678
9971;AQ916680 Corp;104.611;104.719;104.66499999999999;0.625;02/02/2026;0.834434;;;;10627.6;Mortgage Assets;0.834434;;;;;99.0678
9972;BN747581 Corp;102.325;102.555;102.44;0.0;02/02/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
9973;BN747581 Corp;102.361;102.591;102.476;0.0;02/02/2026;5.81953;301.855;1528.0;98.5176;1450.56;Government Guaranteed;5.78988;;24.3;;24.1;93.5507
9974;AW964069 Corp;105.602;105.882;105.742;1.0;02/05/2026;5.01053;;135.579;106.12;1515.53;Banking;4.90222;;16.0;;13.3;93.8101
9975;AW964069 Corp;105.623;105.809;105.71600000000001;1.0;02/05/2026;5.01053;;135.579;106.12;1515.53;Banking;4.90222;;16.0;;13.3;93.8101
9976;AW964400 Corp;103.957;104.101;104.029;0.5;02/05/2026;5.98032;;;229.559;610.103;Mortgage Assets;5.31025;;21.1;5.1;18.7;85.9156
9977;AW964400 Corp;104.03;104.053;104.0415;0.5;02/05/2026;5.98032;;;229.559;610.103;Mortgage Assets;5.31025;;21.1;5.1;18.7;85.9156
9978;EK052160 Corp;114.85;115.05;114.94999999999999;3.125;02/05/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
9979;EK052160 Corp;114.843;115.048;114.94550000000001;3.125;02/05/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
9980;AW986354 Corp;103.856;103.882;103.869;0.5;02/06/2026;6.30627;;;;1482.87;Mortgage Assets;6.30627;;18.1;;18.1;93.6824
9981;AW986354 Corp;103.796;103.896;103.846;0.5;02/06/2026;6.30627;;;;1482.87;Mortgage Assets;6.30627;;18.1;;18.1;93.6824
9982;AX003537 Corp;103.466;103.586;103.526;0.375;02/09/2026;5.65522;;;243.042;526.924;Mortgage Assets;5.41231;;25.1;5.1;22.7;84.0491
9983;AX003537 Corp;103.505;103.552;103.52850000000001;0.375;02/09/2026;5.65522;;;243.042;526.924;Mortgage Assets;5.41231;;25.1;5.1;22.7;84.0491
9984;EK052016 Corp;116.561;116.724;116.64250000000001;3.25;02/10/2026;5.74708;;;289.605;467.713;Mortgage Assets;4.97044;;19.6;7.2;16.9;80.4449
9985;EK052016 Corp;116.583;116.683;116.63300000000001;3.25;02/10/2026;5.74708;;;289.605;467.713;Mortgage Assets;4.97044;;19.6;7.2;16.9;80.4449
9986;JV957734 Corp;104.736;104.829;104.7825;0.625;02/11/2026;12.1917;;;115.207;616.668;Local Authority;12.1898;;;11.2;;86.0465
9987;JV957734 Corp;104.737;104.83;104.7835;0.625;02/11/2026;12.1917;;;115.207;616.668;Local Authority;12.1898;;;11.2;;86.0465
9988;AX100057 Corp;103.873;103.978;103.9255;0.5;02/12/2026;4.38255;;;;2156.03;Mortgage Assets;4.38255;;22.2;4.4;17.6;94.9984
9989;AX100057 Corp;103.882;104.011;103.9465;0.5;02/12/2026;4.38255;;;;2156.03;Mortgage Assets;4.38255;;22.2;4.4;17.6;94.9984
