;Reference Security;Bid Price;Ask Price;Mid Price;Cpn;Maturity;Common Eqty / Tot Assets;Debt/EBITDA;EBITDA;Earnings Assets / Int Bear Liab;Debt / Common Equity;BCLASS Level 3;TCE Ratio;Interest Coverage Ratio;Risk-Based Cap Ratio;Lev Ratio to TCE;Tier-1 Ratio;Tot Debt / Tot Capital
0;BP432479 Corp;101.651;102.311;101.981;4.25;05/19/2026;17.158;1.61252;70.221;;351.535;Consumer Cyclical;-171.027;0.857497;;;;77.8533
1;BP432479 Corp;101.651;102.31;101.9805;4.25;05/19/2026;17.158;1.61252;70.221;;351.535;Consumer Cyclical;-171.027;0.857497;;;;77.8533
4;BP432479 Corp;101.5;102.2;101.85;4.25;05/19/2026;17.158;1.61252;70.221;;351.535;Consumer Cyclical;-171.027;0.857497;;;;77.8533
7;EJ102177 Corp;102.24;102.66;102.44999999999999;3.5;03/28/2022;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
9;EJ102177 Corp;102.239;102.659;102.44900000000001;3.5;03/28/2022;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
10;EJ102177 Corp;101.966;102.774;102.37;3.5;03/28/2022;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
11;AP137335 Corp;106.301;106.751;106.52600000000001;1.625;09/18/2025;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
12;AP137335 Corp;106.471;106.897;106.684;1.625;09/18/2025;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
13;AP137335 Corp;106.303;106.753;106.52799999999999;1.625;09/18/2025;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
14;AP137335 Corp;106.296;106.746;106.521;1.625;09/18/2025;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
15;AP137335 Corp;106.285;106.735;106.50999999999999;1.625;09/18/2025;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
16;AP137335 Corp;106.262;106.712;106.487;1.625;09/18/2025;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
17;AX543265 Corp;106.247;106.817;106.532;1.625;03/11/2026;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
18;AX543265 Corp;106.528;106.752;106.64;1.625;03/11/2026;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
20;AX543265 Corp;106.521;106.745;106.63300000000001;1.625;03/11/2026;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
21;AX543265 Corp;106.52;106.745;106.6325;1.625;03/11/2026;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
22;AX543265 Corp;106.208;106.778;106.493;1.625;03/11/2026;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
23;AX543265 Corp;106.205;106.775;106.49000000000001;1.625;03/11/2026;19.2457;;;0.0;410.513;Basic Industry;;;;;;80.4119
24;AN646797 Corp;104.212;104.38;104.29599999999999;0.875;05/24/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
25;AN646797 Corp;104.249;104.432;104.34049999999999;0.875;05/24/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
26;AN646797 Corp;104.253;104.435;104.344;0.875;05/24/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
27;AN646797 Corp;104.214;104.376;104.295;0.875;05/24/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
28;AN646797 Corp;104.207;104.372;104.2895;0.875;05/24/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
29;AN646797 Corp;104.188;104.353;104.2705;0.875;05/24/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
30;ZQ512620 Corp;100.968;100.968;100.968;0.0;11/15/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
31;ZQ512620 Corp;101.274;101.456;101.36500000000001;0.0;11/15/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
32;ZQ512620 Corp;101.21;101.427;101.3185;0.0;11/15/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
33;ZQ512620 Corp;100.959;100.959;100.959;0.0;11/15/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
34;ZQ512620 Corp;100.963;100.963;100.963;0.0;11/15/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
35;ZQ512620 Corp;101.178;101.394;101.286;0.0;11/15/2025;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
36;EK583835 Corp;109.282;109.477;109.37950000000001;1.625;11/10/2026;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
37;EK583835 Corp;109.271;109.493;109.382;1.625;11/10/2026;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
38;EK583835 Corp;109.274;109.497;109.38550000000001;1.625;11/10/2026;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
39;EK583835 Corp;109.237;109.515;109.376;1.625;11/10/2026;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
40;EK583835 Corp;109.271;109.462;109.3665;1.625;11/10/2026;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
41;EK583835 Corp;109.257;109.445;109.351;1.625;11/10/2026;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
42;EK583835 Corp;109.215;109.546;109.38050000000001;1.625;11/10/2026;20.1733;1.09391;78844.0;;187.144;Technology;20.1733;23.0727;;;;65.1743
43;BM056765 Corp;102.021;102.174;102.0975;0.01;08/03/2026;6.3899;;212.0;93.9125;1023.85;Mortgage Assets;5.96187;;28.0;5.9;18.8;90.9322
44;BM056765 Corp;102.043;102.143;102.093;0.01;08/03/2026;6.3899;;212.0;93.9125;1023.85;Mortgage Assets;5.96187;;28.0;5.9;18.8;90.9322
45;BM056765 Corp;101.996;102.097;102.0465;0.01;08/03/2026;6.3899;;212.0;93.9125;1023.85;Mortgage Assets;5.96187;;28.0;5.9;18.8;90.9322
46;BM056765 Corp;102.063;102.165;102.114;0.01;08/03/2026;6.3899;;212.0;93.9125;1023.85;Mortgage Assets;5.96187;;28.0;5.9;18.8;90.9322
47;BM056765 Corp;102.038;102.156;102.09700000000001;0.01;08/03/2026;6.3899;;212.0;93.9125;1023.85;Mortgage Assets;5.96187;;28.0;5.9;18.8;90.9322
48;BM056765 Corp;101.962;102.063;102.0125;0.01;08/03/2026;6.3899;;212.0;93.9125;1023.85;Mortgage Assets;5.96187;;28.0;5.9;18.8;90.9322
49;BM056765 Corp;102.019;102.137;102.078;0.01;08/03/2026;6.3899;;212.0;93.9125;1023.85;Mortgage Assets;5.96187;;28.0;5.9;18.8;90.9322
50;ZP324278 Corp;100.179;100.929;100.554;0.5;01/14/2027;6.3899;;212.0;93.9125;1023.85;Banking;5.96187;;28.0;5.9;18.8;90.9322
51;ZP324278 Corp;100.188;100.938;100.563;0.5;01/14/2027;6.3899;;212.0;93.9125;1023.85;Banking;5.96187;;28.0;5.9;18.8;90.9322
52;ZP324278 Corp;100.19;100.94;100.565;0.5;01/14/2027;6.3899;;212.0;93.9125;1023.85;Banking;5.96187;;28.0;5.9;18.8;90.9322
53;ZP324278 Corp;100.174;100.924;100.549;0.5;01/14/2027;6.3899;;212.0;93.9125;1023.85;Banking;5.96187;;28.0;5.9;18.8;90.9322
54;ZP324278 Corp;100.185;100.935;100.56;0.5;01/14/2027;6.3899;;212.0;93.9125;1023.85;Banking;5.96187;;28.0;5.9;18.8;90.9322
55;ZP324278 Corp;100.15;100.9;100.525;0.5;01/14/2027;6.3899;;212.0;93.9125;1023.85;Banking;5.96187;;28.0;5.9;18.8;90.9322
56;ZP324278 Corp;100.161;100.911;100.536;0.5;01/14/2027;6.3899;;212.0;93.9125;1023.85;Banking;5.96187;;28.0;5.9;18.8;90.9322
57;AZ495660 Corp;102.257;103.007;102.632;0.625;07/15/2025;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
58;AZ495660 Corp;102.369;102.741;102.555;0.625;07/15/2025;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
59;AZ495660 Corp;102.372;102.745;102.55850000000001;0.625;07/15/2025;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
60;AZ495660 Corp;102.255;103.005;102.63;0.625;07/15/2025;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
61;AZ495660 Corp;102.396;102.53;102.463;0.625;07/15/2025;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
62;LW076488 Corp;105.659;105.875;105.767;1.375;05/20/2026;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
63;LW076488 Corp;105.501;106.012;105.7565;1.375;05/20/2026;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
64;LW076488 Corp;105.67;105.928;105.799;1.375;05/20/2026;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
65;LW076488 Corp;105.651;105.866;105.7585;1.375;05/20/2026;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
66;LW076488 Corp;105.655;105.912;105.7835;1.375;05/20/2026;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
67;LW076488 Corp;105.619;105.835;105.727;1.375;05/20/2026;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
68;LW076488 Corp;105.614;105.833;105.7235;1.375;05/20/2026;12.1218;12.3516;2382.92;;521.527;Transportation;-355.474;-0.0583853;;;;77.3599
69;AN101789 Corp;60.0;70.0;65.0;6.0;09/03/2021;-147.173;;300.043;;;Other Industrial;-149.828;0.435939;;;;8622.62
70;EK148564 Corp;112.518;113.449;112.98349999999999;2.7;03/31/2026;30.0446;4.8576;14449.0;;144.896;Consumer Non-Cyclical;-147.819;2.38828;;;;55.7126
71;EK148564 Corp;113.05;113.3;113.175;2.7;03/31/2026;30.0446;4.8576;14449.0;;144.896;Consumer Non-Cyclical;-147.819;2.38828;;;;55.7126
72;EK148564 Corp;113.089;113.383;113.23599999999999;2.7;03/31/2026;30.0446;4.8576;14449.0;;144.896;Consumer Non-Cyclical;-147.819;2.38828;;;;55.7126
73;EK148564 Corp;112.967;113.469;113.21799999999999;2.7;03/31/2026;30.0446;4.8576;14449.0;;144.896;Consumer Non-Cyclical;-147.819;2.38828;;;;55.7126
74;EK148564 Corp;112.515;113.454;112.9845;2.7;03/31/2026;30.0446;4.8576;14449.0;;144.896;Consumer Non-Cyclical;-147.819;2.38828;;;;55.7126
75;EK148564 Corp;112.523;113.441;112.982;2.7;03/31/2026;30.0446;4.8576;14449.0;;144.896;Consumer Non-Cyclical;-147.819;2.38828;;;;55.7126
76;EK148564 Corp;113.06;113.353;113.2065;2.7;03/31/2026;30.0446;4.8576;14449.0;;144.896;Consumer Non-Cyclical;-147.819;2.38828;;;;55.7126
77;AV875566 Corp;100.215;100.255;100.235;0.25;12/03/2021;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
78;AV875566 Corp;100.216;100.256;100.23599999999999;0.25;12/03/2021;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
79;EI999618 Corp;102.64;102.717;102.6785;5.0;02/09/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
82;EJ104396 Corp;102.791;102.891;102.84100000000001;4.125;03/28/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
83;EJ104396 Corp;102.818;102.857;102.8375;4.125;03/28/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
84;EJ104396 Corp;102.818;102.884;102.851;4.125;03/28/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
85;EJ104396 Corp;102.806;102.975;102.8905;4.125;03/28/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
86;LW092647 Corp;100.854;100.935;100.8945;0.625;05/31/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
87;LW092647 Corp;100.849;100.897;100.873;0.625;05/31/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
88;LW092647 Corp;100.887;100.935;100.911;0.625;05/31/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
89;LW092647 Corp;100.888;100.92;100.904;0.625;05/31/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
90;EJ270107 Corp;106.425;106.53;106.47749999999999;7.125;07/06/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
91;EJ270107 Corp;106.423;106.529;106.476;7.125;07/06/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
92;EJ270107 Corp;106.383;106.518;106.4505;7.125;07/06/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
93;EJ270107 Corp;106.366;106.509;106.4375;7.125;07/06/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
94;EJ270107 Corp;106.422;106.527;106.4745;7.125;07/06/2022;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
95;EK850977 Corp;104.695;104.961;104.828;1.0;04/16/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
96;EK850977 Corp;104.766;104.871;104.8185;1.0;04/16/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
97;EK850977 Corp;104.747;104.918;104.83250000000001;1.0;04/16/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
98;EK850977 Corp;104.763;104.912;104.8375;1.0;04/16/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
99;EK850977 Corp;104.737;104.909;104.82300000000001;1.0;04/16/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
100;EK850977 Corp;104.709;104.861;104.785;1.0;04/16/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
101;AS180185 Corp;104.125;104.616;104.37049999999999;0.875;04/22/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
102;AS180185 Corp;104.314;104.466;104.38999999999999;0.875;04/22/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
103;AS180185 Corp;104.285;104.453;104.369;0.875;04/22/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
104;AS180185 Corp;104.301;104.492;104.3965;0.875;04/22/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
105;AS180185 Corp;104.293;104.476;104.3845;0.875;04/22/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
106;AS180185 Corp;104.255;104.41;104.3325;0.875;04/22/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
107;BJ633155 Corp;105.062;105.208;105.13499999999999;1.25;05/28/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
108;BJ633155 Corp;104.992;105.227;105.1095;1.25;05/28/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
109;BJ633155 Corp;105.054;105.243;105.1485;1.25;05/28/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
110;BJ633155 Corp;105.046;105.203;105.12450000000001;1.25;05/28/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
111;BJ633155 Corp;105.046;105.231;105.1385;1.25;05/28/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
112;BJ633155 Corp;105.026;105.211;105.1185;1.25;05/28/2025;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
113;ZS090332 Corp;103.329;103.497;103.413;0.5;04/15/2026;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
114;ZS090332 Corp;103.337;103.386;103.3615;0.5;04/15/2026;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
115;ZS090332 Corp;103.282;103.57;103.42599999999999;0.5;04/15/2026;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
116;ZS090332 Corp;103.325;103.515;103.42;0.5;04/15/2026;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
117;ZS090332 Corp;103.309;103.369;103.339;0.5;04/15/2026;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
118;ZS090332 Corp;103.326;103.518;103.422;0.5;04/15/2026;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
119;ZS090332 Corp;103.287;103.481;103.384;0.5;04/15/2026;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
120;ZP353553 Corp;102.663;102.837;102.75;0.6;01/15/2027;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
121;ZP353553 Corp;102.657;102.82;102.73849999999999;0.6;01/15/2027;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
122;ZP353553 Corp;102.595;102.841;102.71799999999999;0.6;01/15/2027;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
123;ZP353553 Corp;102.653;102.872;102.7625;0.6;01/15/2027;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
124;ZP353553 Corp;102.578;102.82;102.699;0.6;01/15/2027;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
125;ZP353553 Corp;102.508;102.761;102.6345;0.6;01/15/2027;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
126;ZP353553 Corp;102.542;102.787;102.6645;0.6;01/15/2027;4.80306;;;127.325;650.789;Banking;4.77225;;23.7;5.0;19.5;85.49
127;AU539766 Corp;108.005;108.262;108.1335;1.5;09/27/2026;45.1894;1.69578;9013.0;;60.6698;Consumer Non-Cyclical;-16.8842;9.81136;;;;37.6042
128;AU539766 Corp;108.073;108.349;108.211;1.5;09/27/2026;45.1894;1.69578;9013.0;;60.6698;Consumer Non-Cyclical;-16.8842;9.81136;;;;37.6042
129;AU539766 Corp;108.081;108.357;108.219;1.5;09/27/2026;45.1894;1.69578;9013.0;;60.6698;Consumer Non-Cyclical;-16.8842;9.81136;;;;37.6042
130;AU539766 Corp;108.064;108.34;108.202;1.5;09/27/2026;45.1894;1.69578;9013.0;;60.6698;Consumer Non-Cyclical;-16.8842;9.81136;;;;37.6042
131;AU539766 Corp;107.978;108.337;108.1575;1.5;09/27/2026;45.1894;1.69578;9013.0;;60.6698;Consumer Non-Cyclical;-16.8842;9.81136;;;;37.6042
132;AU539766 Corp;107.943;108.302;108.1225;1.5;09/27/2026;45.1894;1.69578;9013.0;;60.6698;Consumer Non-Cyclical;-16.8842;9.81136;;;;37.6042
133;AU539766 Corp;107.939;108.297;108.118;1.5;09/27/2026;45.1894;1.69578;9013.0;;60.6698;Consumer Non-Cyclical;-16.8842;9.81136;;;;37.6042
134;AW599611 Corp;100.207;100.249;100.228;0.002;01/17/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
135;AW599611 Corp;100.224;100.242;100.233;0.002;01/17/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
136;AW599611 Corp;100.218;100.206;100.212;0.002;01/17/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
137;AN217790 Corp;100.415;100.676;100.5455;0.252;04/20/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
138;AN217790 Corp;100.486;100.566;100.52600000000001;0.252;04/20/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
139;AN217790 Corp;100.388;100.418;100.403;0.252;04/20/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
140;AN217790 Corp;100.505;100.533;100.519;0.252;04/20/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
141;EJ122660 Corp;146.186;148.062;147.12400000000002;0.0;04/25/2022;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
145;EK699272 Corp;106.764;109.783;108.2735;3.0;02/02/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
147;EK699272 Corp;106.766;109.785;108.2755;3.0;02/02/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
150;EK699272 Corp;106.752;109.771;108.2615;3.0;02/02/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
151;AR621181 Corp;105.096;105.334;105.215;1.375;03/13/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
152;AR621181 Corp;105.139;105.324;105.2315;1.375;03/13/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
153;AR621181 Corp;105.137;105.27;105.20349999999999;1.375;03/13/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
154;AR621181 Corp;105.053;105.275;105.164;1.375;03/13/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
155;AR621181 Corp;105.09;105.325;105.20750000000001;1.375;03/13/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
156;AR621181 Corp;105.11;105.243;105.1765;1.375;03/13/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
157;EK827377 Corp;108.076;109.326;108.701;2.7;04/14/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
158;EK827377 Corp;105.884;108.827;107.3555;2.7;04/14/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
159;EK827377 Corp;108.0;109.25;108.625;2.7;04/14/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
163;EK946829 Corp;108.25;109.5;108.875;2.7;07/15/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
164;EK946829 Corp;106.228;109.378;107.803;2.7;07/15/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
168;EK946829 Corp;108.311;109.138;108.7245;2.7;07/15/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
169;UV809282 Corp;108.75;110.25;109.5;2.8;10/16/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
170;UV809282 Corp;106.954;110.204;108.579;2.8;10/16/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
175;ZQ099083 Corp;101.834;101.981;101.9075;0.375;10/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
176;ZQ099083 Corp;101.816;101.983;101.8995;0.375;10/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
177;ZQ099083 Corp;101.836;101.983;101.90950000000001;0.375;10/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
178;ZQ099083 Corp;101.67;102.0;101.83500000000001;0.375;10/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
179;ZQ099083 Corp;101.803;102.004;101.90350000000001;0.375;10/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
180;ZQ099083 Corp;101.787;101.987;101.887;0.375;10/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
181;QJ780660 Corp;107.685;109.464;108.5745;3.0;12/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
182;QJ780660 Corp;108.122;109.461;108.7915;3.0;12/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
183;QJ780660 Corp;107.683;109.461;108.572;3.0;12/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
184;QJ780660 Corp;108.122;109.452;108.787;3.0;12/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
185;QJ780660 Corp;107.679;109.458;108.5685;3.0;12/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
186;QJ780660 Corp;107.659;109.437;108.548;3.0;12/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
187;QJ780660 Corp;107.667;109.445;108.556;3.0;12/21/2025;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
188;JV523322 Corp;109.25;110.5;109.875;2.8;01/27/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
189;JV523322 Corp;107.452;110.489;108.9705;2.8;01/27/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
195;JK729950 Corp;106.734;106.929;106.8315;1.25;04/14/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
196;JK729950 Corp;106.7;106.895;106.7975;1.25;04/14/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
197;JK729950 Corp;106.656;106.911;106.7835;1.25;04/14/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
198;JK729950 Corp;106.642;106.902;106.77199999999999;1.25;04/14/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
199;JK729950 Corp;106.675;106.86;106.7675;1.25;04/14/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
200;JK729950 Corp;106.692;106.827;106.7595;1.25;04/14/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
201;JK729950 Corp;106.655;106.825;106.74000000000001;1.25;04/14/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
202;BH787467 Corp;103.62;103.798;103.709;1.0;04/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
203;BH787467 Corp;103.638;103.826;103.732;1.0;04/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
204;BH787467 Corp;103.62;103.802;103.71100000000001;1.0;04/22/2026;3.02535;;;163.454;970.018;Banking;2.13431;;19.2;4.9;14.9;88.6756
