,Unnamed: 0,t,DF(t),MarketRate,P,V,PD,PS
23,23,18650.958333333332,1.0002521143138314,-0.498,1.00010499971386,-11.874504907108202,0.0009765625,0.9990234375
24,24,18651.958333333332,1.0002654619498001,-0.498,1.0001114182032977,-12.372637107159202,0.0009765625,0.9990234375
25,25,18652.958333333332,1.0002788097638828,-0.498,1.0001178563402433,-12.870775954421616,0.0009765625,0.9990234375
26,26,18653.958333333332,1.0002921577560826,-0.498,1.0001243119482373,-13.368921448984144,0.0009765625,0.9990234375
27,27,18654.958333333332,1.0003055059264017,-0.498,1.0001307831617432,-13.867073590935492,0.0009765625,0.9990234375
28,28,18655.958333333332,1.0003188542748422,-0.498,1.0001372683725398,-14.365232380364363,0.0009765625,0.9990234375
29,29,18656.958333333332,1.0003322028014068,-0.498,1.0001437661868353,-14.863397817359463,0.0009765625,0.9990234375
30,30,18657.958333333332,1.0003455515060975,-0.498,1.0001502753906824,-15.3615699020095,0.0009765625,0.9990234375
31,31,18658.958333333332,1.0003589003889175,-0.498,1.0001567949218773,-15.85974863440318,0.0009765625,0.9990234375
32,32,18659.958333333332,1.0003722494498684,-0.498,1.0001633238469678,-16.357934014629215,0.0009765625,0.9990234375
33,33,18660.958333333332,1.0003855986889532,-0.498,1.0001698613423202,-16.856126042776314,0.0009765625,0.9990234375
34,34,18661.958333333332,1.000398948106173,-0.498,1.0001764066784304,-17.35432471893319,0.0009765625,0.9990234375
35,35,18662.958333333332,1.0004122977015315,-0.498,1.0001829592068499,-17.85253004318855,0.0009765625,0.9990234375
36,36,18663.958333333332,1.0004257932063398,-0.498,1.0001895222879171,-18.35074208820531,0.0009765625,0.9990234375
37,37,18664.958333333332,1.000439288893202,-0.498,1.0001960950933195,-18.84896085407412,0.0009765625,0.9990234375
38,38,18665.958333333332,1.0004527847621203,-0.498,1.0002026768796988,-19.347186340885656,0.0009765625,0.9990234375
39,39,18666.958333333332,1.0004662808130969,-0.498,1.0002092669780338,-19.845418548730578,0.0009765625,0.9990234375
40,40,18667.958333333332,1.0004797770461344,-0.498,1.000215864784573,-20.34365747769955,0.0009765625,0.9990234375
